"cpg","beta_spearman_cor","beta_pVal","beta_fdr","residual_spearman_cor","residual_pVal","residual_fdr","BECon_cor_BA7","BECon_cor_BA10","BECon_cor_BA20","BECon_cor_mean"
"cg02297709",-0.0936426744610888,0.443183579556874,0.752437314088585,0.109097552064304,0.371353481597192,0.701991229542889,0.397058823529412,-0.158823529411765,0.511764705882353,0.25
"cg02297801",0.20153452685422,0.0967864605066391,0.357680801340299,0.248483741322616,0.03977446071753,0.222014884153951,0.158823529411765,-0.0647058823529412,-0.0941176470588235,0
"cg02298525",0.0574351479722324,0.638507104630862,0.870923690716496,-0.0639020825721593,0.601129490834165,0.857026499475087,-0.217647058823529,-0.0617647058823529,-0.361764705882353,-0.213725490196078
"cg02304370",0.236865180854951,0.0502603355326889,0.245797286288287,0.119254658385093,0.328266292388349,0.663430421739601,0.0852941176470588,-0.129411764705882,-0.15,-0.0647058823529412
"cg02308560",0.264340518816222,0.0284614390110022,0.16799280546011,0.184143222506394,0.129685770419407,0.424260129391378,0.0352941176470588,0.0676470588235294,-0.485294117647059,-0.127450980392157
"cg02314201",0.142564852027768,0.241964479364167,0.567895573444962,0.0253562294483011,0.835843578282141,0.951494160435511,0.294117647058824,0.202941176470588,0.0117647058823529,0.169607843137255
"cg02317313",-0.0139568871026672,0.909253685934981,0.976133536331458,0.000548045305078553,0.996543593213445,0.997873736824248,0.458823529411765,-0.429411764705882,-0.135294117647059,-0.0352941176470588
"cg02324432",0.0134819145049324,0.912333477692298,0.976366012788534,0.10076726342711,0.409145550018871,0.736023352974296,0.226470588235294,0.135294117647059,-0.344117647058824,0.00588235294117647
"cg02329038",-0.0849104859335039,0.486990773913354,0.786181154617093,0.00460358056265985,0.970091001420508,0.992042351779806,0.164705882352941,0.311764705882353,0.135294117647059,0.203921568627451
"cg02342594",-0.131567409572525,0.280499769121996,0.609109002324224,-0.158312020460358,0.193419045470845,0.516754431196343,-0.0529411764705882,-0.0470588235294118,0.0823529411764706,-0.00588235294117647
"cg02349866",0.0695652173913044,0.569219963093111,0.834906317168096,0.0590062111801242,0.629338428415852,0.867094873216658,0.161764705882353,-0.455882352941176,0.05,-0.0813725490196078
"cg02357508",-0.00902447935696018,0.941293082567656,0.983481515177334,-0.140920716112532,0.247480043824808,0.587158535349055,-0.317647058823529,-0.170588235294118,-0.282352941176471,-0.256862745098039
"cg02365539",0.0371574716843259,0.76130690582301,0.918737682795997,0.0809280233832664,0.507707334010348,0.800172357089418,0.141176470588235,0.432352941176471,0.282352941176471,0.285294117647059
"cg02372744",0.0597369382535623,0.625092880896048,0.862615386013904,0.160796492510048,0.186453201639005,0.508644334071206,NA,NA,NA,NA
"cg02375208",0.121446839605407,0.319403067053807,0.64831217776993,0.0924735111435879,0.448917338930701,0.759839212521711,0.385294117647059,0.358823529411765,0.182352941176471,0.308823529411765
"cg02382221",-0.0454146876141761,0.710377558965512,0.902651159783074,-0.0874314943368652,0.474112494006417,0.776789079305153,-0.535294117647059,-0.535294117647059,-0.311764705882353,-0.46078431372549
"cg02384911",0.260248447204969,0.031082204793,0.179644607362932,-0.00730727073438071,0.952472132469355,0.987082245869131,-0.294117647058824,-0.338235294117647,-0.182352941176471,-0.27156862745098
"cg02390801",0.184654731457801,0.128609666313343,0.420283172966236,0.315016441359152,0.00862373321014367,0.0883814843476746,0.570588235294118,0.414705882352941,0.635294117647059,0.540196078431373
"cg02415431",0.212824260138838,0.0792118877946929,0.319174045553152,0.103178662769456,0.397981016343506,0.725025154106115,0.582352941176471,0.158823529411765,0.326470588235294,0.355882352941176
"cg02435538",-0.0694921446839605,0.569626586096515,0.834906317168096,-0.054548776032152,0.655493488707754,0.87526783244735,0.276470588235294,0.305882352941176,0.258823529411765,0.280392156862745
"cg02438611",0.0303251735476799,0.804241485246809,0.931083275049623,0.228607964925101,0.0590189550160946,0.27364660106968,-0.179411764705882,-0.00294117647058824,-0.276470588235294,-0.152941176470588
"cg02439266",-0.176507124588966,0.146578506279529,0.445452142367561,-0.0903544026306175,0.459414500184222,0.770307007304006,-0.0676470588235294,0.0764705882352941,-0.547058823529412,-0.179411764705882
"cg02447879",-0.0694190719766167,0.570033345312581,0.834906317168096,-0.0623310193642675,0.610120450128872,0.858988720794934,-0.0352941176470588,0.2,-0.176470588235294,-0.00392156862745098
"cg02458516",0.0601023017902813,0.622974672682029,0.862397276379026,-0.0895871392035075,0.463248254093799,0.77122032768634,-0.258823529411765,-0.297058823529412,-0.15,-0.235294117647059
"cg02459543",-0.0261600292290829,0.83071236579177,0.945059333388266,0.00233832663500183,0.984864168104458,0.997036273782425,-0.267647058823529,0.279411764705882,-0.308823529411765,-0.0990196078431373
"cg02468154",-0.027658019729631,0.821168721405421,0.938473785036692,0.0588600657654366,0.630188991046143,0.867094873216658,NA,NA,NA,NA
"cg02481950",0.181329923273657,0.135727539461575,0.428726155111277,0.275009134088418,0.0224926760273873,0.157207935884354,0.514705882352941,0.452941176470588,0.611764705882353,0.526470588235294
"cg02483701",0.215418341249543,0.0755581748276711,0.311449136020433,0.177383997077092,0.144558564032208,0.447392057495721,-0.138235294117647,-0.0235294117647059,-0.658823529411765,-0.273529411764706
"cg02489552",-0.0419437340153453,0.731646103466773,0.910530178558304,-0.0437705516989405,0.720425667255178,0.904087212403537,0.273529411764706,0.376470588235294,0.102941176470588,0.250980392156863
"cg02490942",-0.209134088417976,0.0846512191480841,0.330677365314543,-0.0629886737303617,0.606349645377526,0.857947008604716,-0.191176470588235,-0.188235294117647,-0.394117647058824,-0.257843137254902
"cg02497428",-0.0176470588235294,0.88537518799765,0.963458755491496,-0.0860431128973329,0.481182012699258,0.782187973328554,0.332352941176471,0.0676470588235294,0.105882352941176,0.168627450980392
"cg02497558",-0.0331019364267446,0.786714095052238,0.924660927599627,0.081439532334673,0.505021281664663,0.797950643438986,-0.155882352941176,-0.211764705882353,-0.594117647058824,-0.320588235294118
"cg02506717",-0.0251735476799415,0.837010729673236,0.946862134423946,-0.0322616002922908,0.792007670383233,0.933589536562934,-0.205882352941176,-0.0647058823529412,-0.279411764705882,-0.183333333333333
"cg02512168",0.422944830105956,0.000332801905877257,0.00580623232067717,0.291413956887103,0.0154077022477976,0.127020420069206,0.361764705882353,0.129411764705882,0.120588235294118,0.203921568627451
"cg02522196",0.0807453416149068,0.50866842190961,0.797998850097427,0.101680672268908,0.404895172495401,0.732239828121089,0.544117647058823,-0.138235294117647,0.335294117647059,0.247058823529412
"cg02531437",0.252868103763244,0.0363238593957681,0.196775971506026,0.222762148337596,0.0659429859809557,0.291202241071302,0.167647058823529,0.464705882352941,-0.214705882352941,0.13921568627451
"cg02538681",-0.0753014249177932,0.537733141917541,0.815953485166949,-0.185275849470223,0.12731215306463,0.419888519551142,-0.405882352941176,-0.141176470588235,-0.0441176470588235,-0.197058823529412
"cg02551646",0.0966751918158568,0.428505033203951,0.73794376940523,0.210010960906102,0.0833325467544196,0.334668504149709,NA,NA,NA,NA
"cg02568716",0.116075995615638,0.341393685868719,0.668106268405205,0.0732553891121666,0.548864837221125,0.827426094134455,0.0764705882352941,-0.0382352941176471,-0.511764705882353,-0.157843137254902
"cg02573234",0.217683595177201,0.0724793025835928,0.306159756746685,-0.0337961271465108,0.782348427955931,0.930052032257315,-0.367647058823529,-0.0823529411764706,0.0176470588235294,-0.144117647058824
"cg02583525",0.194081110705152,0.109976966956031,0.385536077618759,0.176105224698575,0.147511374217057,0.451685848725047,-0.473529411764706,-0.482352941176471,-0.141176470588235,-0.365686274509804
"cg02627227",0.11746437705517,0.335619778554666,0.66358100486234,-0.0353671903544026,0.772493283413503,0.929139404213071,-0.161764705882353,-0.394117647058824,-0.491176470588235,-0.349019607843137
"cg02627455",0.192729265619291,0.112512301756779,0.391134053651232,0.0176470588235294,0.885375187997649,0.966050290225881,0.297058823529412,0.311764705882353,-0.397058823529412,0.0705882352941176
"cg02637537",0.0216662556298372,0.859739146289368,0.954106963825864,0.247131896236756,0.0408919703164341,0.225080394935319,0.570588235294118,0.258823529411765,-0.05,0.259803921568627
"cg02645368",0.245524296675192,0.0422548053660808,0.218316494391417,0.150018268176836,0.21802912451885,0.549984698096978,0.214705882352941,-0.255882352941176,-0.376470588235294,-0.13921568627451
"cg02648064",0.0129704055535258,0.915651623652985,0.977963906697707,-0.00390938984289368,0.974617420839659,0.99396137726198,0.0352941176470588,-0.0852941176470588,0.191176470588235,0.0470588235294118
"cg02649613",0.103690171720862,0.395636201043173,0.712045233958018,0.0570332480818414,0.640861407632766,0.869517339368353,-0.217647058823529,-0.329411764705882,-0.252941176470588,-0.266666666666667
"cg02649698",0.39616368286445,0.000824274271484812,0.0115899608643179,0.394446474241871,0.000871555531317065,0.017206341041949,0.647058823529412,0.676470588235294,0.264705882352941,0.529411764705882
"cg02659854",-0.0608695652173913,0.618536421946084,0.859919125110293,0.0339422725611984,0.781430193412877,0.930052032257315,0.291176470588235,0.164705882352941,0.311764705882353,0.255882352941176
"cg02674465",0.0647058823529412,0.596552330313768,0.850070204475492,0.119948849104859,0.325442795792912,0.660214130351115,0.138235294117647,0.0823529411764706,-0.108823529411765,0.0372549019607843
"cg02676175",0.661088783339423,0,0,0.562294483010596,8.08682249644835e-07,0.000133908954917388,0.232352941176471,0.197058823529412,0.167647058823529,0.199019607843137
"cg02680086",0.459956156375594,8.41684647399015e-05,0.00200966601657399,0.348227986846913,0.00353360318914008,0.0466709350791001,0.267647058823529,0.197058823529412,-0.276470588235294,0.0627450980392157
"cg02690013",0.113847278041651,0.350792158057501,0.675079131499452,0.151735476799415,0.212760351838491,0.543640381298488,-0.0470588235294118,0.220588235294118,-0.15,0.00784313725490196
"cg02691192",-0.199525027402265,0.100213708213979,0.367450263451257,-0.285714285714286,0.0176122841757118,0.135933493710072,-0.117647058823529,-0.279411764705882,-0.138235294117647,-0.17843137254902
"cg02692313",0.323675557179394,0.00689364565869593,0.0597183946091649,0.122177566678845,0.316483193459487,0.652268383882712,NA,NA,NA,NA
"cg02693607",-0.084472049689441,0.489249282791476,0.786547333509796,0.0186700767263427,0.878772558633015,0.966050290225881,-0.197058823529412,-0.238235294117647,-0.505882352941176,-0.313725490196078
"cg02698900",-0.014029959810011,0.908779989650695,0.976133536331458,0.0327365728900256,0.789014474336504,0.931568553111812,NA,NA,NA,NA
"cg02699834",0.0389842893679211,0.749942592454503,0.916297936253042,0.0936792108147607,0.443005065161972,0.756236943915536,0.0970588235294118,0.255882352941176,0.405882352941176,0.252941176470588
"cg02705918",0.0827183047131896,0.498338496578511,0.791727107440065,0.183960540738034,0.130071753878988,0.424260129391378,-0.252941176470588,-0.367647058823529,-0.317647058823529,-0.312745098039216
"cg02707071",-0.105297771282426,0.388320386243674,0.706054177799332,-0.131786627694556,0.279693717080832,0.61713596045306,0.197058823529412,0.485294117647059,-0.279411764705882,0.134313725490196
"cg02712464",0.0111435878699306,0.927513550522891,0.980305248805681,-0.0176105224698575,0.885611143733095,0.966050290225881,0.0794117647058823,-0.0235294117647059,0.358823529411765,0.138235294117647
"cg02726278",0.153635367190354,0.207037099559126,0.530824443230542,-0.0539641943734015,0.658955575621918,0.877414799995805,0.144117647058824,0.326470588235294,0.223529411764706,0.231372549019608
"cg02742969",0.0844355133357691,0.489437741854123,0.786547333509796,0.108586043112897,0.373610774267745,0.704228147878548,0.220588235294118,0.0705882352941176,-0.385294117647059,-0.0313725490196078
"cg02743878",0.103617099013518,0.395970671354016,0.712045233958018,0.160504201680672,0.187263123249865,0.509371990797857,0.244117647058824,0.35,0.188235294117647,0.26078431372549
"cg02744249",0.00833028863719401,0.945811026469905,0.984388779214377,-0.0173913043478261,0.887027086860364,0.966050290225881,0.173529411764706,-0.114705882352941,0.185294117647059,0.0813725490196078
"cg02745912",0.0711362805991962,0.560510700564307,0.828314477008083,0.176105224698575,0.147511374217057,0.451685848725047,-0.0382352941176471,0.405882352941176,0.15,0.172549019607843
"cg02760962",0.405991962002192,0.000595759591524284,0.00897467561368509,0.340372670807453,0.00439994498550951,0.0541121102972006,0.411764705882353,-0.0941176470588235,0.05,0.122549019607843
"cg02768785",0.0538911216660577,0.659388844058214,0.881937954153825,0.146912678114724,0.227790504110399,0.564733761347063,0.279411764705882,0.0882352941176471,0.0735294117647059,0.147058823529412
"cg02771362",-0.0270369017172086,0.825122768989133,0.940168744373705,-0.0526854219948849,0.666553905542394,0.880677597636323,-0.0852941176470588,-0.505882352941176,-0.211764705882353,-0.267647058823529
"cg02776498",0.0196565582754841,0.872413573294589,0.95736524741715,0.128863719400804,0.290568569750735,0.628922507290829,0.179411764705882,0.276470588235294,0.208823529411765,0.22156862745098
"cg02792168",0.305812073561109,0.0106066914600042,0.0844630676359974,0.223894775301425,0.06455239601241,0.286891039623874,0.0147058823529412,0.376470588235294,-0.367647058823529,0.00784313725490195
"cg02794695",0.0628425283156741,0.607186716246744,0.855581281984048,-0.0389112166605773,0.750396160152654,0.916233902481975,0.308823529411765,0.15,0.423529411764706,0.294117647058823
"cg02796279",0.167007672634271,0.169839248341606,0.4796246972435,0.113774205334308,0.35110300956023,0.683483054671249,0.114705882352941,-0.235294117647059,-0.232352941176471,-0.117647058823529
"cg02797539",0.0626963829009865,0.608024293988413,0.8555885991737,0.0237851662404092,0.84589243314152,0.955347715217242,0.464705882352941,0.191176470588235,0.308823529411765,0.32156862745098
"cg02798280",-0.0197661673364998,0.871707511844192,0.95736524741715,-0.145195469492145,0.233317501577374,0.570517567416383,0.123529411764706,-0.276470588235294,-0.291176470588235,-0.148039215686274
"cg02803819",0.0695841211585582,0.569940644858446,0.834906317168096,0.138107416879795,0.257117225557617,0.595559028176834,0.482352941176471,-0.294117647058824,-0.0147058823529412,0.057843137254902
"cg02806715",0.234344172451589,0.0528129223257464,0.255614544056612,0.306065034709536,0.0108019367184816,0.100292239185704,0.473529411764706,-0.0323529411764706,-0.288235294117647,0.0509803921568627
"cg02827029",1.82685105713818e-05,0.99988113331244,0.99988113331244,0.0405553525758129,0.740211680170598,0.911812590652895,-0.379411764705882,-0.15,-0.444117647058824,-0.324509803921569
"cg02841199",0.461344537815126,7.97066712190547e-05,0.00194096527334729,0.408841797588601,0.000541284294473756,0.0128821263976539,-0.144117647058824,0.247058823529412,0.182352941176471,0.0950980392156863
"cg02847588",0.0447935696017538,0.714167805566781,0.904709030287401,-0.132773109243697,0.276085648329364,0.615328144315771,-0.244117647058824,-0.0176470588235294,-0.155882352941176,-0.13921568627451
"cg02855203",-0.12572159298502,0.302566900530089,0.633273179733677,-0.0451954694921447,0.711714494644344,0.901425603282857,0.135294117647059,-0.147058823529412,-0.402941176470588,-0.138235294117647
"cg02861056",0.0010595542564852,0.993206432683759,0.999670573768283,0.0442455242966752,0.717517911972504,0.902854642002303,0.317647058823529,-0.0264705882352941,0.302941176470588,0.198039215686275
"cg02873421",-0.282316404822799,0.0190517056804584,0.130406839429561,-0.212568505663135,0.0795796307492209,0.325166879019965,0.0764705882352941,0.261764705882353,0.238235294117647,0.192156862745098
"cg02879960",0.0573255389112167,0.639148833310423,0.871140526715828,0.122433321154549,0.315465318701398,0.650885814328353,0.211764705882353,0.688235294117647,0.35,0.416666666666667
"cg02884176",-0.126690963569074,0.299579527489038,0.631660177105978,-0.119181585677749,0.328564408419966,0.663675334401342,0.438235294117647,0.152941176470588,-0.0117647058823529,0.193137254901961
"cg02887726",0.0299598100109609,0.806555145080968,0.931690194511452,-0.0643039824625502,0.598838961086792,0.856364827692168,-0.317647058823529,-0.164705882352941,0.235294117647059,-0.0823529411764706
"cg02891728",0.217318231640482,0.0729689534624223,0.307052421426072,0.301936426744611,0.011958948022397,0.108091600077136,-0.141176470588235,0.238235294117647,0.226470588235294,0.107843137254902
"cg02901006",0.0999634636463281,0.412907381338698,0.724083958579455,0.0473145780051151,0.698827855699605,0.895253854757247,0.155882352941176,0.479411764705882,0.544117647058823,0.393137254901961
"cg02902617",0.054914139568871,0.653333368883003,0.878055702859242,0.0205699671172817,0.866532833488883,0.962215707050562,-0.147058823529412,-0.155882352941176,-0.273529411764706,-0.192156862745098
"cg02903680",-0.031055900621118,0.799619238813021,0.929173409165936,0.0565582754841067,0.643648350916011,0.869713603849408,-0.282352941176471,-0.111764705882353,-0.0823529411764706,-0.158823529411765
"cg02905865",-0.0423090975520643,0.729397409359414,0.909240127203006,-0.113664596273292,0.351569608478924,0.683483054671249,0.25,0.435294117647059,0.317647058823529,0.334313725490196
"cg02916332",0.40748995250274,0.0005665306775453,0.00856877649787266,0.448227986846913,0.000132208060136756,0.00476838878435549,-0.0823529411764706,-0.0882352941176471,-0.132352941176471,-0.100980392156863
"cg02923856",-0.112970405553526,0.354533694909549,0.67714047049193,-0.05834855681403,0.633169751544485,0.869333725491714,-0.0470588235294118,-0.191176470588235,-0.644117647058823,-0.294117647058823
"cg02930866",-0.051516258677384,0.673530532418008,0.885218299614558,0.0502374862988674,0.681192943044981,0.886898552364361,0.320588235294118,0.314705882352941,0.102941176470588,0.246078431372549
"cg02947253",0.163390573620753,0.179376390063649,0.491124700093976,0.0690902447935696,0.571865444766224,0.842971171263497,-0.411764705882353,-0.0735294117647059,0.0411764705882353,-0.148039215686275
"cg02947450",0.325100474972598,0.0066404121008873,0.0582526904170914,0.310010960906102,0.009788700424858,0.0950700122353106,0.235294117647059,-0.1,0.0794117647058823,0.0715686274509804
"cg02947862",0.0557179393496529,0.648591168062812,0.875348822423391,0.157069784435513,0.196971580079747,0.521044003440854,0.0676470588235294,0.141176470588235,0.152941176470588,0.120588235294118
"cg02956248",0.173949579831933,0.152591197247114,0.457164201975979,0.125977347460723,0.301578354650252,0.640492157142557,0.235294117647059,0.126470588235294,-0.132352941176471,0.0764705882352941
"cg02961798",0.213737668980636,0.0779095938373733,0.316906558060995,0.223785166240409,0.0646859212017897,0.287002397139009,0.373529411764706,0.647058823529412,0.276470588235294,0.432352941176471
"cg02961934",0.02725611983924,0.823726719211373,0.939413843519481,0.0545122396784801,0.655709656995778,0.87526783244735,0.279411764705882,0.385294117647059,-0.05,0.204901960784314
"cg02965295",0.00851297040555353,0.944621921852525,0.984166798151837,0.104932407745707,0.389975917873035,0.718467420403612,-0.338235294117647,-0.488235294117647,-0.191176470588235,-0.33921568627451
"cg02965712",-0.0350748995250274,0.77432412091977,0.923212118813597,-0.0497259773474607,0.684267039736229,0.888433944635028,0.464705882352941,0.520588235294118,0.444117647058824,0.476470588235294
"cg02969500",-0.000182681768359518,0.998927319050867,0.999670573768283,0.0554256485202777,0.65031399699083,0.872875458050921,0.0911764705882353,-0.0470588235294118,-0.202941176470588,-0.0529411764705882
"cg02973057",0.299780781877969,0.0126048597252883,0.0957101798169155,0.280635732553891,0.0198002645051112,0.146490714316908,NA,NA,NA,NA
"cg02984184",0.148958713920351,0.221325693624102,0.545461679884367,0.0368651808549507,0.76312997420107,0.924580275590508,-0.0205882352941176,0.147058823529412,-0.308823529411765,-0.0607843137254902
"cg02993991",0.514285714285714,8.43439286099133e-06,0.000322830690016107,0.246035805626598,0.041817139472135,0.2266706505202,0.367647058823529,0.155882352941176,-0.0823529411764706,0.147058823529412
"cg02997851",0.0868103763244428,0.477268216908027,0.779682498978961,-0.0217756667884545,0.858781416897802,0.958362157377413,0.0794117647058823,0.176470588235294,-0.155882352941176,0.0333333333333333
"cg03000305",-0.0841797588600658,0.490758030498134,0.78701726053805,0.0247351114358787,0.839813327804738,0.954009628284546,0.167647058823529,-0.0823529411764706,-0.364705882352941,-0.0931372549019608
"cg03008387",0.0576909024479357,0.637010773201865,0.87014836499643,-0.0962732919254659,0.430434245787789,0.750565816885603,-0.0941176470588235,-0.423529411764706,-0.05,-0.18921568627451
"cg03009240",0.0641213006941907,0.599879628703624,0.850803792478726,0.0469492144683961,0.701043733241222,0.896712781107849,-0.252941176470588,-0.108823529411765,-0.429411764705882,-0.263725490196078
"cg03013070",0.14932407745707,0.220185002620336,0.545357737696818,0.12955791012057,0.287960818510726,0.626168713178977,0.0441176470588235,0.282352941176471,0.223529411764706,0.183333333333333
"cg03019986",-0.0353306540007307,0.772722070249253,0.923062317027416,-0.00113262696382901,0.992729703665099,0.997662685757664,0.00588235294117647,-0.0647058823529412,0.214705882352941,0.0519607843137255
"cg03023900",0.18407014979905,0.129840058788329,0.420352863240179,0.112056996711728,0.358457367128637,0.689474309984629,0.0176470588235294,0.120588235294118,-0.305882352941176,-0.0558823529411765
"cg03044471",-0.0232371209353307,0.849403740618947,0.950227685971271,-0.076909024479357,0.529065717740932,0.815670163274244,-0.108823529411765,-0.2,0.217647058823529,-0.0303921568627451
"cg03047995",-0.049251004749726,0.687126172177285,0.891220702571575,-0.0131530873218853,0.91446640263733,0.976976210849509,0.35,0.164705882352941,0.438235294117647,0.317647058823529
"cg03049501",0.144062842528316,0.237013726970892,0.56218457761954,0.164230909755206,0.177126543482914,0.493516678566364,0.461764705882353,0.0764705882352941,-0.305882352941176,0.0774509803921569
"cg03054277",-0.0875776397515528,0.473371612728856,0.778096809529333,-0.0623310193642675,0.610120450128872,0.858988720794934,0.120588235294118,0.364705882352941,0.120588235294118,0.201960784313725
"cg03055440",0.0335403726708075,0.783956055434931,0.924660927599627,0.0954329557910121,0.4344840279393,0.750977275488381,0.314705882352941,0.0117647058823529,0.0617647058823529,0.129411764705882
"cg03066323",0.00146145414687614,0.990584457077491,0.998811173945851,0.0631713554987212,0.60530402091813,0.857947008604716,0.167647058823529,0.15,-0.0735294117647059,0.0813725490196078
"cg03068030",-0.118341249543296,0.332005140142575,0.661014480188322,-0.124552429667519,0.30711291905536,0.646453737023936,0.479411764705882,0.00294117647058824,0.470588235294118,0.317647058823529
"cg03078690",0.115601023017903,0.34338323310288,0.669802655938067,0.109061015710632,0.371514440387858,0.701991229542889,-0.105882352941176,0.329411764705882,0.0794117647058823,0.100980392156863
"cg03086663",0.230580928023383,0.0568205282163904,0.267084964084813,0.272086225794666,0.0240106825206187,0.161694919452138,0.182352941176471,-0.152941176470588,0,0.00980392156862746
"cg03089475",0.152064303982463,0.211761836445932,0.537174286281276,0.154329557910121,0.204973559671221,0.532361127250147,0.361764705882353,0.211764705882353,0.270588235294118,0.281372549019608
"cg03089651",0.272378516624041,0.0238550550256176,0.151404926228581,0.268688344903179,0.0258842386666505,0.168562116733691,0.329411764705882,0.0352941176470588,0.308823529411765,0.224509803921569
"cg03099144",0.0542564852027768,0.657223628167446,0.881074277789882,0.17563025210084,0.148619596594904,0.452126607321562,-0.288235294117647,-0.147058823529412,-0.255882352941176,-0.230392156862745
"cg03138928",0.145597369382536,0.232015647212686,0.555741183074575,0.0695286810376324,0.569423257562064,0.841239322219497,-0.0941176470588235,0.273529411764706,0.0735294117647059,0.0843137254901961
"cg03143046",0.0031055900621118,0.979859532895295,0.99645883720843,0.00635732553891122,0.958660379508944,0.988499090673587,-0.285294117647059,-0.311764705882353,-0.247058823529412,-0.281372549019608
"cg03165343",-0.137595907928389,0.25889657574734,0.587134858300043,-0.229850200949945,0.0576268216146258,0.271214815403339,0.211764705882353,-0.461764705882353,-0.279411764705882,-0.176470588235294
"cg03169557",-0.229265619291195,0.0582785646997024,0.271073650010443,-0.21304347826087,0.0788977616027232,0.323791579619053,0.197058823529412,0.0529411764705882,-0.0794117647058823,0.0568627450980392
"cg03171924",-0.0765436609426379,0.53102943329689,0.810370791007581,-0.0260138838143953,0.83164479251233,0.949816917093727,0.0764705882352941,0.444117647058824,-0.167647058823529,0.117647058823529
"cg03173722",0.0593715747168433,0.627214137607899,0.863978171954017,0.0061381074168798,0.960088797820543,0.988499090673587,0.0882352941176471,-0.208823529411765,-0.264705882352941,-0.12843137254902
"cg03176993",0.034088417975886,0.78051225835013,0.924511460841323,0.0354402630617464,0.772035768086202,0.929139404213071,-0.523529411764706,-0.102941176470588,-0.326470588235294,-0.317647058823529
"cg03187713",0.170003653635367,0.162227030597009,0.466104459737851,0.100511508951407,0.410340316070392,0.737235521583529,-0.347058823529412,0.252941176470588,-0.294117647058824,-0.129411764705882
"cg03187795",-0.0569967117281695,0.641075611889495,0.871550076303071,-0.208987943003288,0.0848726019484442,0.338317885131365,-0.385294117647059,-0.258823529411765,-0.205882352941176,-0.283333333333333
"cg03193328",0.0857142857142857,0.482864597014689,0.784312937110758,0.0618195104128608,0.613060355337613,0.861160943563294,0.179411764705882,-0.0852941176470588,0.0588235294117647,0.0509803921568627
"cg03195795",-0.17409572524662,0.152242721270925,0.456745820353736,-0.210924369747899,0.0819763707907943,0.330282885968066,0.455882352941176,0.144117647058824,0.15,0.25
"cg03202693",-0.224552429667519,0.0637559316761265,0.285290874527528,-0.263171355498721,0.0291904147050997,0.181882467705696,-0.476470588235294,0.111764705882353,-0.652941176470588,-0.33921568627451
"cg03217337",0.192948483741323,0.112098117928024,0.390417864761392,0.281439532334673,0.0194391686353212,0.144675241172797,-0.232352941176471,0.0294117647058823,0.167647058823529,-0.0117647058823529
"cg03218479",0.0452685421994885,0.711268752345371,0.902866020320638,-0.127292656192912,0.296527827547645,0.634498506064585,0.420588235294118,0.3,0.626470588235294,0.449019607843137
"cg03233876",0.0807453416149068,0.50866842190961,0.797998850097427,0.188235294117647,0.12126694445137,0.410164390114597,0.579411764705882,-0.373529411764706,-0.3,-0.0313725490196079
"cg03257743",0.166971136280599,0.169933677055881,0.4796246972435,0.224223602484472,0.0641531610692785,0.285454931400787,-0.182352941176471,-0.111764705882353,0.0352941176470588,-0.0862745098039216
"cg03263730",-0.0300328827183047,0.80609227925463,0.931690194511452,-0.120862257946657,0.321751401247841,0.656631940196219,0.144117647058824,0.547058823529412,0.432352941176471,0.374509803921569
"cg03266686",0.0978808914870296,0.422747155329783,0.731049121248831,0.166094263792474,0.172211584941968,0.485688462494226,0.0294117647058823,-0.273529411764706,-0.217647058823529,-0.153921568627451
"cg03270332",0.251918158567775,0.0370494080996151,0.198815922434415,0.130032882718305,0.286185535527558,0.625207888039528,-0.117647058823529,-0.255882352941176,-0.0735294117647059,-0.149019607843137
"cg03278514",0.0739130434782609,0.545274630013771,0.821385856008858,0.0350748995250274,0.774324120919771,0.929139404213071,0.0705882352941176,0.0970588235294118,0.285294117647059,0.150980392156863
"cg03286774",0.222177566678845,0.0666701447118246,0.292586786206973,0.107782243332115,0.377174772065165,0.706940446284013,0.211764705882353,0.252941176470588,0.282352941176471,0.249019607843137
"cg03291396",0.0389112166605773,0.750396160152655,0.916532155705439,0.139020825721593,0.253960605707233,0.594035999196962,0.670588235294118,0.114705882352941,0.158823529411765,0.314705882352941
"cg03301498",0.150785531603946,0.215663711315136,0.541388319324225,0.180526123492875,0.137492399697247,0.434851594657989,-0.0294117647058823,0.161764705882353,-0.0764705882352941,0.0186274509803922
"cg03308399",0.149471588164695,0.220265788485918,0.545357737696818,0.0842162952137377,0.490569302697108,0.787724937678447,0.358823529411765,0.3,-0.267647058823529,0.130392156862745
"cg03313364",0.0476068688344903,0.69705696723551,0.896660042558436,0.004165144318597,0.972949691507079,0.993313722841412,-0.0970588235294118,-0.314705882352941,-0.320588235294118,-0.244117647058824
"cg03321813",0.1713920350749,0.158786481079635,0.463869229384512,-0.0322250639386189,0.792238041738809,0.933589536562934,0.264705882352941,-0.261764705882353,0.161764705882353,0.0549019607843137
"cg03331474",-0.0914139568871027,0.454149109349726,0.763564907741291,-0.148483741322616,0.222814806683613,0.557472732485675,0.314705882352941,-0.291176470588235,-0.538235294117647,-0.17156862745098
"cg03337886",0.0592619656558276,0.627851106927372,0.864220892671483,0.0895506028498356,0.463431249961346,0.77122032768634,-0.0294117647058823,-0.15,-0.435294117647059,-0.204901960784314
"cg03338903",0.0626233101936427,0.608443272661444,0.8555885991737,0.024990865911582,0.838178233876918,0.95272925917343,-0.194117647058824,-0.0970588235294118,0.308823529411765,0.00588235294117645
