"cpg","seqnames","start","end","UCSC_RefGene_Group","UCSC_RefGene_Accession","UCSC_RefGene_Name","Relation_to_Island","estimate.bacon","se.bacon","pVal.fixed.bacon","pVal.random.bacon","pValQ.bacon","direction.bacon","pVal.final.bacon","fdr.bacon","GASPARONI_Estimate","GASPARONI_StdErr","GASPARONI_pValue","GASPARONI_fdr","GASPARONI_Estimate.bacon","GASPARONI_StdErr.bacon","GASPARONI_pValue.bacon","GASPARONI_fdr.bacon","LONDON_Estimate","LONDON_StdErr","LONDON_pValue","LONDON_fdr","LONDON_Estimate.bacon","LONDON_StdErr.bacon","LONDON_pValue.bacon","LONDON_fdr.bacon","MTSINAI_Estimate","MTSINAI_StdErr","MTSINAI_pValue","MTSINAI_fdr","MTSINAI_Estimate.bacon","MTSINAI_StdErr.bacon","MTSINAI_pValue.bacon","MTSINAI_fdr.bacon","ROSMAP_Estimate","ROSMAP_StdErr","ROSMAP_pValue","ROSMAP_fdr","ROSMAP_Estimate.bacon","ROSMAP_StdErr.bacon","ROSMAP_pValue.bacon","ROSMAP_fdr.bacon"
"cg25382900","chr1",12148326,12148327,"Body","NM_001243","TNFRSF8","OpenSea",-0.0378545111746722,0.00837983243084668,6.26227610130281e-06,0.00156807877752599,0.101162798542219,"----",6.26227610130281e-06,0.00317821090310208,-0.0209207055547021,0.0196146451818473,0.291724935047386,0.999927573044146,-0.0226012480706248,0.0193426175574955,0.24261765587532,0.96972011105518,-0.0663089194852867,0.0149025385674804,2.43224005774193e-05,0.0804574781259321,-0.0677070618504096,0.0161244449731314,2.68058336103723e-05,0.107322321889043,-0.04996954,0.0217392,0.0232021,0.5542784,-0.0529992555672516,0.0233882673453681,0.0234476091994772,0.749911103581984,-0.020538,0.01300471,0.1147546,0.9474595,-0.020592194607277,0.0130260559196369,0.113913144756557,0.94790534680202
"cg23671196","chr15",50405520,50405521,"5'UTR","NM_024837","ATP8B4","OpenSea",-0.036064549626599,0.00798477729136418,6.28217087473672e-06,0.000555888170818572,0.262608459582278,"+---",6.28217087473672e-06,0.00318472143866363,0.0233073364091246,0.0320975720468168,0.471431603576615,0.999927573044146,0.020557282356019,0.031652423730831,0.516034984126306,0.989363176907512,-0.039313238848198,0.0158994759370208,0.0152708599069541,0.517034986623279,-0.0408049129539312,0.0172031243997286,0.0176945907221456,0.726286332068092,-0.05255112,0.02145792,0.01573322,0.5156851,-0.055541634566536,0.0230856503291529,0.0161329316898738,0.706171241393589,-0.03644077,0.01028028,0.000420917,0.326947,-0.0364836110735263,0.0102971540426141,0.00039548700278823,0.309421197686892
"cg07530172","chr11",95431373,95431374,"","","","OpenSea",-0.0199114569649502,0.00440932315685192,6.30892871599031e-06,6.30892871599031e-06,0.679305223412046,"----",6.30892871599031e-06,0.00319469263941453,-0.0120838703972554,0.0220349253504457,0.586071683578417,0.999927573044146,-0.0139717775474126,0.0217293318339543,0.520229559266716,0.989423850976144,-0.0317944097214694,0.0114753972036844,0.00678212404734878,0.423277591814551,-0.0328710208581851,0.0124163014185656,0.0081111327037442,0.615562600154707,-0.02365436,0.01531849,0.1250955,0.7405269,-0.0257892438788818,0.0164805024769701,0.117621933146778,0.887676076560027,-0.01751168,0.005045807,0.0005534064,0.3437962,-0.0175327074222771,0.00505408918320325,0.000522371736605945,0.330328957123135
"cg25727093","chr20",44463168,44463169,"Body","NM_001042632;NM_001042633;NM_033421;NM_152897","SNX21","Island",0.0587382062868858,0.0130096855935852,6.33288047549762e-06,6.33288047549762e-06,0.992382138181042,"++++",6.33288047549762e-06,0.0032003465395791,0.0589784448518131,0.0343326258403422,0.0925488723239642,0.999927573044146,0.0560368959798836,0.0338564804623084,0.0978980140087949,0.925341784176579,0.0561734593400731,0.0202586073963837,0.00674080233995661,0.422248897556319,0.05427281555841,0.0219196748739226,0.0132868661790917,0.68860029269715,0.06824127,0.03164889,0.03299879,0.5886619,0.0638304759174564,0.0340496752642299,0.0608439132106971,0.839017427946437,0.06229842,0.02182694,0.004450518,0.6110415,0.0622074604598519,0.0218627667202543,0.00443611371272133,0.604648740370647
"cg13719228","chr6",341315,341316,"Body","NM_020185","DUSP22","OpenSea",-0.0235371008869149,0.00521319112923305,6.33429658468864e-06,6.33429658468864e-06,0.582908571457776,"----",6.33429658468864e-06,0.0032003465395791,-0.00343397728388433,0.0294332384862706,0.907629422050408,0.999927573044146,-0.00595575670935394,0.0290250407407508,0.83742075890541,0.998254086623661,-0.0307029085281347,0.0114909791909612,0.00893636948512302,0.452178756617224,-0.0317809815524641,0.0124331610224028,0.0105838535986783,0.653072565211475,-0.03422692,0.01322913,0.0108284,0.4759428,-0.0360706171508701,0.0142326501981043,0.0112653885260688,0.662639634960975,-0.01961272,0.006417349,0.002332486,0.5157062,-0.0196394630576164,0.00642788243104426,0.00224794231709441,0.502936910025035
"cg15028995","chr19",46628119,46628120,"TSS200","NM_207393","IGFL3","OpenSea",-0.0323112625861047,0.0071579142742931,6.3597872809278e-06,0.000137813139668054,0.294494816304671,"----",6.3597872809278e-06,0.00320588692662639,-0.0047501674211968,0.0192826031566093,0.806511390018916,0.999927573044146,-0.00640226125832298,0.0190151804895469,0.736349011087504,0.996026588416482,-0.0357080655546938,0.0140446163993467,0.0126967230811264,0.494308134373453,-0.0370257184566414,0.0151961790452386,0.0148295536611443,0.705148079342027,-0.0170773,0.01533861,0.26771,0.8390561,-0.0192149879322606,0.0165021487168956,0.244264746713011,0.943003495610201,-0.04361971,0.0106733,4.914745e-05,0.1473258,-0.0436641889081686,0.0106908191452989,4.42156496794568e-05,0.137272294109965
"cg12047941","chr11",315908,315909,"","","","Island",0.0273125231108649,0.00605090888599677,6.36797155074166e-06,0.000354898940243947,0.191462732422825,"++++",6.36797155074166e-06,0.00320588692662639,0.0399763758552501,0.0283189784316289,0.164782958562549,0.999927573044146,0.0375500639428688,0.0279262339106137,0.178749238890081,0.956858475485265,0.0200244325700986,0.00910936742988737,0.0304700491343573,0.600906448741998,0.019169800155257,0.00985627335894145,0.0517829346766314,0.859433796103508,0.0608606,0.01512224,9.863431e-05,0.134525,0.0587530667908794,0.0162693655691479,0.000304701599908476,0.278372264016461,0.02332916,0.009129615,0.0108329,0.7205603,0.0232911140997442,0.00914460034208801,0.01086596632291,0.716617512361567
"cg25488284","chr2",242048127,242048128,"Body","NM_015148","PASK","OpenSea",0.0467494699600824,0.0103572989930657,6.37141653222598e-06,6.37141653222598e-06,0.94106473762324,"++++",6.37141653222598e-06,0.00320588692662639,0.04714260284605,0.0357827575373734,0.194206729645,0.999927573044146,0.0440768096685032,0.0352865008661256,0.211623925632123,0.964434117196293,0.0593937756791099,0.0197010696582871,0.00333246102554161,0.348496350414274,0.0575454395716231,0.0213164228482576,0.00694265645159161,0.594067850993567,0.05211493,0.02383142,0.03063268,0.5804048,0.0487936291166322,0.0256391965748396,0.0570291561849668,0.830996758784239,0.04165567,0.01441482,0.00398222,0.5967108,0.0415955990327221,0.0144384804729594,0.00396560544590019,0.588705124471423
"cg15463966","chr3",148446998,148446999,"5'UTR;TSS1500","NM_000685;NM_004835;NM_009585;NM_031850;NM_032049","AGTR1","OpenSea",-0.039005200374082,0.00864234090861345,6.38362832470652e-06,6.38362832470652e-06,0.806599251816156,"----",6.38362832470652e-06,0.00320588692662639,-0.015127562510965,0.0266837704252083,0.573524701466057,0.999927573044146,-0.017413773159638,0.0263137039462981,0.508114901049867,0.989196878749428,-0.0410915639393231,0.0144365353563028,0.00546439457828785,0.397874476901052,-0.0424459863148026,0.0156202326805806,0.00658025591011354,0.583641590437936,-0.04638439,0.01873646,0.01464997,0.5091275,-0.0489956242927608,0.02015774893215,0.0150734335533622,0.698932784399696,-0.03755465,0.013605,0.005934901,0.6430895,-0.0376113461994542,0.0136273312351186,0.00578025041968727,0.632842158207967
"cg23363263","chr2",224751989,224751990,"Body","NM_020830","WDFY1","OpenSea",-0.0310671630316786,0.0068836464931541,6.38615799227145e-06,0.000703442466024324,0.206705068502371,"+---",6.38615799227145e-06,0.00320588692662639,0.0124893802043745,0.022749669658932,0.585666306061313,0.999927573044146,0.0105402352297607,0.0224341636411206,0.638476729799133,0.993763708502273,-0.0350642618593178,0.010543402775296,0.00127286535718498,0.2642787983625,-0.0360534341420095,0.0114078898108542,0.00157555560776589,0.391826220074757,-0.04485684,0.01552993,0.004570656,0.3926723,-0.0470211915253242,0.0167079816504219,0.00488843245124417,0.566157198513515,-0.02939043,0.01126763,0.009303645,0.7018256,-0.0294373856632015,0.0112861246780419,0.00909981933188672,0.693737515354287
"cg15254671","chr19",8591513,8591514,"Body","NM_012335","MYO1F","Island",0.0344609448267011,0.00763571739461337,6.38794355158484e-06,6.38794355158484e-06,0.643038437338125,"++++",6.38794355158484e-06,0.00320588692662639,0.0214898423097559,0.0258448973499258,0.409990951161734,0.999927573044146,0.0192755045833512,0.0254864648642735,0.449467203015279,0.986532927887074,0.0412847656322375,0.0112516339899287,0.00040962774661784,0.175529772605605,0.0402291477529787,0.0121741911491724,0.000951589944869552,0.324797074101455,0.05124348,0.01753177,0.004123099,0.3835787,0.0488001391001291,0.0188616749373254,0.00967413426025792,0.643229555801218,0.0252896,0.01283126,0.04915052,0.8789522,0.0252361282119656,0.0128523212189583,0.0495827261853405,0.878663763850647
"cg03505148","chr12",58131345,58131346,"1stExon;Body","NM_001122772;NM_014770","AGAP2","Island",0.0343870855405247,0.00762345861499573,6.46160153440597e-06,1.5582485251769e-05,0.364411350063506,"++++",6.46160153440597e-06,0.00323924613072126,0.00592347680696312,0.029078070665823,0.839479111877919,0.999927573044146,0.00343212743092934,0.0286747985999444,0.904727595457796,0.998819702624788,0.0321228895820764,0.0123379269588883,0.0107724865954489,0.476140950075713,0.0309653567026342,0.0133495527242071,0.0203636039677158,0.747141367201311,0.06519008,0.01883585,0.0007388895,0.2443869,0.0625649940737739,0.0202646783449829,0.00201921522779491,0.468255971777544,0.03295224,0.0112013,0.003377749,0.5745077,0.032905560754212,0.0112196858040378,0.00335875253867967,0.567701779171261
"cg18252633","chr11",73054401,73054402,"Body","NM_014786","ARHGEF17","S_Shore",0.0294374497196892,0.00652655707453896,6.47023817655648e-06,6.47023817655648e-06,0.801425605758587,"++++",6.47023817655648e-06,0.00323997176691066,0.0413523541137422,0.0233743863053436,0.0835016210064788,0.999927573044146,0.0393496846998654,0.0230502163436453,0.0877981431117918,0.918182430007342,0.031073823664588,0.0110684629337551,0.00610966448039426,0.410168418241334,0.0300353907241596,0.0119760013171134,0.0121428734864845,0.674017964442332,0.04326414,0.01588266,0.00738931,0.4359255,0.0410506297396701,0.0170874686389372,0.0162886818607984,0.707481018796884,0.02388614,0.009434848,0.01158332,0.7270277,0.0238468221004022,0.00945033435126765,0.0116231414839001,0.721662809724925
"cg13027206","chr14",91866325,91866326,"Body","NM_001080414","CCDC88C","OpenSea",-0.0416257321128251,0.00922955352458405,6.48128695437533e-06,1.66200830160897e-05,0.347121774160859,"----",6.48128695437533e-06,0.00324144768209604,-0.0417233173175101,0.0253053173755421,0.106003363252801,0.999927573044146,-0.0438914249398632,0.0249543681075172,0.0786000308329158,0.91175536843348,-0.0392991880557941,0.0173042611327993,0.0255011741698345,0.578988704970825,-0.0409226578074317,0.0187230923894662,0.028839145423684,0.796553082276502,-0.07144573,0.02003729,0.0005193234,0.2218316,-0.0742382563780881,0.0215572558050283,0.000573660970505483,0.330047800204985,-0.02756645,0.01394046,0.04840929,0.8778346,-0.0276245441639576,0.0139633418588697,0.0478878895222331,0.87727118778803
"cg17150898","chr12",1702116,1702117,"1stExon","NM_152441","FBXL14","N_Shore",0.0328244883310188,0.00727841087157691,6.48757044267073e-06,6.48757044267073e-06,0.841303562712745,"++++",6.48757044267073e-06,0.00324144768209604,0.0190069327233096,0.0214269147736426,0.379661749972254,0.999927573044146,0.0171711186706811,0.0211297535112784,0.416418091390463,0.984506108400301,0.0334086539281173,0.0117004947766482,0.00532504306989674,0.395303004621678,0.0323109243455998,0.0126598554555107,0.0107034342737821,0.655146203654575,0.04666025,0.02022058,0.02268094,0.5516202,0.0438421791416034,0.0217544496080078,0.0438711222086908,0.813259604369886,0.03467891,0.01096868,0.001641071,0.4712376,0.0346332001529563,0.0109866839817729,0.00161995999811383,0.460338188905641
"cg11435826","chr12",2792111,2792112,"Body","NM_000719;NM_001129827;NM_001129829;NM_001129830;NM_001129831;NM_001129832;NM_001129833;NM_001129834;NM_001129835;NM_001129836;NM_001129837;NM_001129838;NM_001129839;NM_001129840;NM_001129841;NM_001129842;NM_001129843;NM_001129844;NM_001129846;NM_001167623;NM_001167624;NM_001167625;NM_199460","CACNA1C","S_Shelf",-0.0166349947739049,0.00369036329896754,6.55388219636748e-06,0.00168251581077307,0.239337730440862,"+---",6.55388219636748e-06,0.00326498005530882,0.00520241675647923,0.0135849042528879,0.703516596673252,0.999927573044146,0.0040384900598676,0.0133965006801136,0.763064830807175,0.996879802506935,-0.026070402999642,0.00754712539459014,0.000839553773473977,0.230902124361157,-0.026778467313738,0.00816593814398472,0.00104069173334156,0.339369350890826,-0.007690576,0.01246895,0.5385119,0.9270499,-0.00942832954761359,0.0134148053339602,0.482161609989245,0.975311401161527,-0.01668193,0.004590343,0.0003007012,0.2936377,-0.0167010593643727,0.00459787758499141,0.000280861610795321,0.280999614743461
"cg07464217","chr20",57583263,57583264,"TSS1500","NM_001336","CTSZ","S_Shore",-0.0309866404523937,0.00687433390621897,6.55698433556664e-06,3.14561433015766e-05,0.33340541890997,"----",6.55698433556664e-06,0.00326498005530882,-0.0195150895598547,0.0252711726815444,0.443929352894049,0.999927573044146,-0.0216802717349502,0.0249206969525464,0.384316513844653,0.98327355910959,-0.0485916658773705,0.0153853876867129,0.00215372073874777,0.302455524293559,-0.0500351086996272,0.0166468844231711,0.00264992880837352,0.455247468488234,-0.04569203,0.01596598,0.004945545,0.4000703,-0.0479171522746204,0.0171771090321079,0.00527742503392869,0.573471935384148,-0.02209645,0.008910693,0.01339639,0.7400873,-0.0221335835852703,0.0089253190037084,0.0131432242417853,0.733048982228711
"cg21641458","chr7",27185136,27185137,"3'UTR","NM_024014","HOXA6","Island",0.0224100345859487,0.00497174096059507,6.56013884718943e-06,1.35635602926084e-05,0.364247633694681,"++++",6.56013884718943e-06,0.00326498005530882,0.0197225704057888,0.0227913862528528,0.391336419345108,0.999927573044146,0.0177698512390826,0.0224753016843801,0.429154650776664,0.985956296110572,0.0336584558015254,0.00867461278104426,0.000197281004864712,0.137827783799082,0.0328446116651525,0.00938587179746648,0.000466363895110455,0.252577537046136,0.0308641,0.01019937,0.003017752,0.3558172,0.0294426498056433,0.0109730621326602,0.00729267425310619,0.605138625680141,0.01353125,0.007277461,0.06342621,0.9004079,0.0135009225924016,0.00728940621812992,0.0640072628193272,0.901096769274899
"cg11205312","chr1",151137619,151137620,"1stExon;Body;TSS1500","NM_001136543;NM_024041;NM_212551","LYSMD1;SCNM1","OpenSea",0.0418143962860819,0.00927689694864357,6.56364770646207e-06,6.56364770646207e-06,0.576783164456645,"++++",6.56364770646207e-06,0.00326498005530882,0.0352632754786524,0.0340408518059355,0.305659125290093,0.999927573044146,0.0323467252067647,0.0335687529246235,0.335248376122406,0.97808815485152,0.0327927435091792,0.0150900415125034,0.0323670508465589,0.608114662687119,0.0313770097914263,0.0163273218793467,0.05463738465049,0.864259965815217,0.07244153,0.02112549,0.0008227111,0.2548522,0.0694973450291263,0.0227280032347971,0.00222979571132317,0.482262025116713,0.04067654,0.01405558,0.003930055,0.5967108,0.0406179660957645,0.0140786508167371,0.00391320195944926,0.587589704955163
"cg01139861","chr7",50343298,50343299,"TSS1500","NM_006060","IKZF1","Island",0.0263360015297634,0.00584525428977966,6.62057253927781e-06,6.62057253927781e-06,0.446980821724286,"++++",6.62057253927781e-06,0.00328966541250168,0.0491597221979076,0.0178337270597313,0.00834676954676689,0.999927573044146,0.0476317650891563,0.0175863982724694,0.00675996326582847,0.710731116964498,0.0163989172190482,0.0101250401383401,0.108770284377629,0.752768855566593,0.0154489953314529,0.010955224294314,0.158482305606043,0.951649345181964,0.0370143336377645,0.0170127185549854,0.0314751427751416,0.583307394305022,0.0346433311055964,0.0183032498820335,0.0583921785057678,0.833649936326907,0.0261704863193428,0.00822943254132409,0.00154143333763632,0.463991259686195,0.0261361917549358,0.00824294032471057,0.00152053001879818,0.452268986326227
"cg01089914","chr2",218843229,218843230,"","","","N_Shore",0.0288597498429575,0.00640760197819617,6.66905900966883e-06,6.66905900966883e-06,0.970407753427462,"++++",6.66905900966883e-06,0.00330829269469983,0.0275754660027351,0.0215888715393215,0.207905821918583,0.999927573044146,0.0257257758270393,0.0212894641637186,0.226900892217894,0.966559084313305,0.0346920297740049,0.0115713568662337,0.00350247631712744,0.352705925313924,0.0336064157906302,0.0125201291182162,0.00727055934765694,0.600833881090936,0.0317590719811745,0.0134717447785742,0.0199659781977322,0.537303899796099,0.0298815624650154,0.0144936689707929,0.0392365356585397,0.802764317106768,0.0263353032122007,0.00951467723244349,0.00580151368830908,0.639385149349905,0.0262956526397558,0.00953029461534356,0.00579493179516625,0.633229413162434
"cg18875357","chr14",105391263,105391264,"1stExon;5'UTR","NM_138790","PLD4","OpenSea",-0.0238944441585637,0.00530531536145101,6.67274213009851e-06,6.67274213009851e-06,0.567875202807225,"----",6.67274213009851e-06,0.00330829269469983,-0.0240063825083087,0.0246980366770129,0.33613633573078,0.999927573044146,-0.0261224595676047,0.024355509540727,0.283473846356437,0.975209212784069,-0.0325755212206697,0.00960964092713867,0.00103557666429099,0.24592414618148,-0.0334770888316518,0.0103975658670211,0.00128322831279656,0.363061515998135,-0.02823834,0.01162092,0.01653292,0.5183844,-0.029857906599957,0.0125024464450916,0.0169327318587148,0.71027098353288,-0.01668894,0.007401287,0.02446991,0.8171079,-0.0167197834284432,0.00741343546601818,0.0241122843433799,0.812276230014391
"cg13356540","chr1",7449057,7449058,"Body","NM_015215","CAMTA1","OpenSea",0.0244891365264549,0.00543834032985124,6.69840665989119e-06,0.000296870578175974,0.20350303677341,"++++",6.69840665989119e-06,0.00331736749609501,0.0353276413278833,0.0175155883409838,0.0495617672003817,0.999927573044146,0.033826941691182,0.0172726716916461,0.0501821346056451,0.879579988603805,0.0377456569755999,0.00884096107605069,4.80177865293052e-05,0.0933320005040245,0.0369162061962674,0.00956585951681106,0.000113776273700501,0.165985591424822,0.03414815,0.0152346,0.02678763,0.5678767,0.0320249575742966,0.016390248845392,0.0507126811804965,0.824573103273601,0.012177678252106,0.00794023447726024,0.125592894419992,0.951742787464383,0.0121445888645547,0.00795326757119692,0.126762597063065,0.953030004266881
"cg13793782","chr9",135995093,135995094,"Body","NM_001042368;NM_006266","RALGDS","N_Shore",0.0284060624745953,0.00631267190007662,6.80021482159464e-06,6.80021482159464e-06,0.882980217324856,"++++",6.80021482159464e-06,0.003356721593343,0.0320079420371065,0.0232572126644268,0.17540468146425,0.999927573044146,0.03001531182014,0.0229346677368232,0.190625469570918,0.960167199654457,0.0319614777251485,0.0116745560680371,0.00744172558033104,0.433132370142736,0.0308661816882475,0.0126317899499071,0.0145442837624083,0.702533254544459,0.04493305,0.01934593,0.02182983,0.5481126,0.0422368760246946,0.0208134514096553,0.0424270631308213,0.811002887843147,0.02499225,0.008257546,0.002569973,0.5304599,0.0249578382782052,0.008271099928793,0.00254889960791776,0.520586533581212
"cg10993086","chr1",159919350,159919351,"","","","S_Shelf",-0.0262919270317632,0.00584375215791102,6.82251841441478e-06,0.000624667171000425,0.206064502203633,"----",6.82251841441478e-06,0.00336390325530643,-0.0132231402777491,0.01794751602001,0.465005180017783,0.999927573044146,-0.0147608465909249,0.0176986091394278,0.404274406887994,0.984198998251931,-0.0474744106775003,0.0112955039601586,6.14643034718028e-05,0.0968799921502252,-0.0485341443967321,0.0122216581574101,7.1523905283314e-05,0.144585093427717,-0.01279901,0.01406912,0.3647333,0.8781199,-0.0147597735921069,0.0151363591978576,0.329500509213572,0.959163909465475,-0.0221491,0.008143158,0.006701545,0.6520386,-0.0221830350319849,0.0081565241724297,0.00653475570275829,0.643642134287897
"cg00488091","chr6",144536326,144536327,"","","","N_Shore",-0.0233904087404361,0.00519910693263975,6.82969208100158e-06,6.82969208100158e-06,0.527226255058692,"+---",6.82969208100158e-06,0.00336390325530643,0.00420899200320007,0.0240024025880382,0.861568669227252,0.999927573044146,0.00215251544400026,0.0236695229211247,0.927539963328192,0.99919813502857,-0.030484893090098,0.00980468768788124,0.00250421188810681,0.320019947554654,-0.0314047598075135,0.0106086051303345,0.00307329628897373,0.477235913695658,-0.0304805297598856,0.0149941182308432,0.0442046179182345,0.62033338033019,-0.0325702070902932,0.0161315248855072,0.043482977896652,0.812370318153039,-0.02065398,0.006658453,0.002005091,0.492214,-0.0206817278117857,0.0066693821789393,0.00192870861571645,0.480012776018566
"cg03291396","chr2",219252533,219252534,"Body","NM_000578","SLC11A1","Island",0.0373387248544539,0.00830053656370036,6.84826480959829e-06,2.03969266404765e-05,0.363861621411375,"++++",6.84826480959829e-06,0.00336569437629848,0.0280512954025601,0.0377481773165803,0.461189659080686,0.999927573044146,0.0248171090947797,0.0372246630289732,0.50497362598262,0.988942458271436,0.0397256996978037,0.0123293120966149,0.00176654082050068,0.285660460541345,0.0385689750567606,0.0133402315020509,0.00383801474846353,0.506914630636485,0.01041595,0.01887777,0.5821076,0.9363831,0.0077850218313464,0.0203097782643506,0.701486978829089,0.988045537179577,0.05022592,0.01316732,0.0001493627,0.2244727,0.0501710477470785,0.0131889328275488,0.000142363037968456,0.213201830981304
"cg10120897","chr16",88498132,88498133,"Body","NM_001127464","ZNF469","Island",0.0448946312740229,0.0099813019182918,6.86365819636016e-06,0.000212794898673085,0.207912322884569,"++++",6.86365819636016e-06,0.00336958513904642,0.0290530431667449,0.0205177994312743,0.163513694710987,0.999927573044146,0.0272951202495697,0.0202332463239164,0.177329489809421,0.956148038784438,0.0358524416417776,0.0180391671048874,0.0498758573420451,0.6585619777785,0.0341600236925356,0.0195182556332117,0.0800911205923242,0.89950033863009,0.09442276,0.02305854,7.561889e-05,0.1216972,0.0912091726740592,0.0248076883286351,0.000236317467188473,0.255056907272208,0.04374419,0.01726201,0.01150381,0.7269246,0.0436722539204748,0.0172903438481389,0.0115429410681258,0.721662809724925
"cg22622477","chr17",46685442,46685443,"Body","NM_004502","HOXB7","Island",0.0267164640030626,0.00594130607818738,6.90057223447941e-06,0.00548849303405427,0.113453960910283,"-+++",6.90057223447941e-06,0.00338402110095104,-0.00457267441942239,0.0198233304050006,0.818592992901962,0.999927573044146,-0.00627109665668096,0.0195484086092291,0.748363231984774,0.996369152416968,0.0218651352794122,0.00876715255088984,0.0144377421556996,0.510902654516569,0.0210426091475461,0.00948599919656326,0.026535697772773,0.782808829802666,0.02586536,0.01329843,0.05403938,0.640804,0.0240120047527506,0.0143072070781659,0.0932855598420748,0.870592986057333,0.04349607,0.01012945,2.019499e-05,0.1108108,0.0434538574812524,0.0101460764703838,1.84536327032902e-05,0.101325715200725
"cg00437360","chr17",14213579,14213580,"Body","NM_006041","HS3ST3B1","S_Shore",0.0267245705408961,0.00594378630263202,6.91721830107842e-06,6.91721830107842e-06,0.4579515234307,"++++",6.91721830107842e-06,0.00338849712808534,0.0330954515160907,0.0193234802293128,0.0935004331558528,0.999927573044146,0.0314398554153259,0.0190554906545712,0.0989612288667895,0.925817617460966,0.0137920886255606,0.0104082527485763,0.188451992869334,0.818814654524252,0.0128155959931948,0.0112616584047692,0.255126832882688,0.971369125201479,0.0411428587566743,0.0119927650175933,0.000818477403114985,0.254629667638082,0.0394714694291833,0.0129024984563209,0.00221920545448717,0.481792976654384,0.02848826,0.009245712,0.00214756,0.5040319,0.0284497302880082,0.00926088790360242,0.00212607985418507,0.495064067619663
"cg06925882","chr16",85157885,85157886,"","","","Island",0.0225057200606898,0.00500846277097102,7.00493648975977e-06,7.00493648975977e-06,0.587974973286114,"++++",7.00493648975977e-06,0.00342774131652821,0.00418106737589759,0.0194771817365731,0.830977418349856,0.999927573044146,0.0025123024456527,0.0192070605374513,0.895932743428724,0.998637424690067,0.0258295690207127,0.0082265213913134,0.00228013145814879,0.30820608708044,0.0250577644034857,0.00890103997341633,0.00487544422415519,0.540535201214853,0.01678978,0.01055864,0.1143484,0.7296598,0.015318259613923,0.0113595852250082,0.177501611515446,0.922699969463991,0.02716656,0.007706421,0.0004525918,0.3303328,0.0271344449847781,0.0077190703126993,0.000439343821412777,0.319048501600396
"cg06143732","chr7",129912803,129912804,"Body","NM_001869","CPA2","OpenSea",0.0246697167310345,0.00549153824465623,7.04532867220709e-06,1.17179281142549e-05,0.373810976129125,"++++",7.04532867220709e-06,0.00343987336220048,0.015057363982533,0.0173057227590898,0.388774487717975,0.999927573044146,0.0135746451978804,0.0170657166510923,0.426361295286222,0.985858655443976,0.0246812145825479,0.0101051025951019,0.016519839862571,0.527062275749784,0.0237331632167923,0.0109336520086669,0.0299574216098558,0.801252538075509,0.04833323,0.01303477,0.0003136297,0.1933422,0.0465166201162626,0.0140235466597384,0.000909776376467816,0.378645489951497,0.02069898,0.007825483,0.008362568,0.6840423,0.0206663688169795,0.00783832774096212,0.00837467443707735,0.678159116574327
"cg01215742","chr16",1069551,1069552,"","","","Island",0.039675859114392,0.00883236299831479,7.05242444855821e-06,0.000203234814072657,0.263326438645503,"++++",7.05242444855821e-06,0.00343987336220048,0.0118671127455388,0.0254769698656905,0.643558401010875,0.999927573044146,0.00968429829035826,0.0251236400183242,0.699892508482602,0.995582589876643,0.0624795631746796,0.0143257892295391,3.40010626175778e-05,0.0861092192166615,0.0611355308982359,0.0155004061276143,8.00920573133749e-05,0.14797106062487,0.0513914620557438,0.0238844942109487,0.033362123867169,0.590009330286326,0.0480627644069416,0.0256962968285202,0.0614260735472993,0.839250048729801,0.0299251,0.0133916,0.02577793,0.8206632,0.029869293103667,0.013413580960545,0.0259609872451,0.818597618386908
"cg27180555","chr12",112822378,112822379,"","","","S_Shore",-0.0351841891920951,0.00783246947048107,7.05262769550838e-06,0.00172239227366857,0.147305588574374,"+---",7.05262769550838e-06,0.00343987336220048,0.00224874230878953,0.0229913385843549,0.922509512340915,0.999927573044146,0.000278891636969076,0.0226724809574242,0.99018555930935,0.999826106625723,-0.0592686599396522,0.0141456832609314,6.45053618751594e-05,0.0971083358910864,-0.0605957948409419,0.0153055326993727,7.52397237778516e-05,0.146480568250042,-0.02857356,0.01557808,0.0690194,0.6683217,-0.0307446220208605,0.0167597841579972,0.0665904449536103,0.844992050791147,-0.03150395,0.01235816,0.01102184,0.7219607,-0.0315554502355198,0.0123784446730315,0.0107962380261176,0.716032998463462
"cg13638867","chr11",2241568,2241569,"","","","OpenSea",-0.0377177785532172,0.0083988356468798,7.09447546506648e-06,7.09447546506648e-06,0.452086730491299,"----",7.09447546506648e-06,0.00345564947526074,-0.0345333041851165,0.0224042401034833,0.130077709290353,0.999927573044146,-0.0364528534648398,0.0220935247092329,0.0989564740354282,0.925817617460966,-0.053477847592958,0.0134305989080202,0.000137469152361431,0.122657561443132,-0.0547378939425949,0.0145318163122315,0.000165378497403444,0.185451415373111,-0.0154512,0.01705648,0.3667539,0.878745,-0.0178283014102872,0.0183503309326435,0.331273453048925,0.959382173726986,-0.03337241,0.01501258,0.02655785,0.8232643,-0.0334349720161707,0.0150372216357014,0.0261834037052763,0.818902150040539
